Name of Drawing,Type of Line,Type of Pole,Type of Structure,Drawing No,No of Sets required,S.No,ERE Code,Description,Section,Length (mm),Qty/set (Nos),"Wt/Mtr
(Kg)",Total Wt in KG,Required Qty,Required Wt
11/0.433kV 200kV DTR arrangment on DP 13M(52Kg) Rail Pole (In Line Location with V cross arm) with LT AB Cable,DTR,Rail Pole,DP,SSEL-SBPDCL-DTR-030 Rev No 00,1,11,208,Angle support for operating pipe,50x50x6,395,1,4.5,1.778,1,1.778
11/0.433kV 200kV DTR arrangment on DP 13M(52Kg) Rail Pole (In Line Location with V cross arm) with LT AB Cable,DTR,Rail Pole,DP,SSEL-SBPDCL-DTR-030 Rev No 00,1,12,209,Transformer Belting Angle,50x50x6,2726,2,4.5,24.534,2,24.534
11/0.433kV 200kV DTR arrangment on DP 13M(52Kg) Rail Pole (In Line Location with V cross arm) with LT AB Cable,DTR,Rail Pole,DP,SSEL-SBPDCL-DTR-030 Rev No 00,1,13,210,Transformer side belting angle,50x50x6,630,2,4.5,5.670,2,5.670
11/0.433kV 200kV DTR arrangment on DP 13M(52Kg) Rail Pole (In Line Location with V cross arm) with LT AB Cable,DTR,Rail Pole,DP,SSEL-SBPDCL-DTR-030 Rev No 00,1,14,211,LTDB Fixing Angle,50x50x6,2745,2,4.5,24.705,2,24.705
11/0.433kV 200kV DTR arrangment on DP 13M(52Kg) Rail Pole (In Line Location with V cross arm) with LT AB Cable,DTR,Rail Pole,DP,SSEL-SBPDCL-DTR-030 Rev No 00,1,15,212,Stay Set Clamp,50x10,383,4,3.93,6.021,4,6.021
11/0.433kV 200kV DTR arrangment on DP 13M(52Kg) Rail Pole (In Line Location with V cross arm) with LT AB Cable,DTR,Rail Pole,DP,SSEL-SBPDCL-DTR-030 Rev No 00,1,16,213,"Back clamp for Operating pipe angle,HG fuse,LTDB,Operating handle & Shackle insulator channel",50x8,482,12,3.14,18.162,12,18.162
11/0.433kV 200kV DTR arrangment on DP 13M(52Kg) Rail Pole (In Line Location with V cross arm) with LT AB Cable,DTR,Rail Pole,DP,SSEL-SBPDCL-DTR-030 Rev No 00,1,17,214,Back clamp for Transformer side belting angle,50x8,497,2,3.14,3.121,2,3.121
11/0.433kV 200kV DTR arrangment on DP 13M(52Kg) Rail Pole (In Line Location with V cross arm) with LT AB Cable,DTR,Rail Pole,DP,SSEL-SBPDCL-DTR-030 Rev No 00,1,18,215,Dummy clamp A for Transformer side Base Channel,50x8,410,2,3.14,2.575,2,2.575
11/0.433kV 200kV DTR arrangment on DP 13M(52Kg) Rail Pole (In Line Location with V cross arm) with LT AB Cable,DTR,Rail Pole,DP,SSEL-SBPDCL-DTR-030 Rev No 00,1,19,216,Dummy clamp B for Transformer side Base Channel,50x8,358,2,3.14,2.248,2,2.248
11/0.433kV 200kV DTR arrangment on DP 13M(52Kg) Rail Pole (In Line Location with V cross arm) with LT AB Cable,DTR,Rail Pole,DP,SSEL-SBPDCL-DTR-030 Rev No 00,1,20,220,LA Mounting Angle,50x50x6,2745,1,4.5,12.353,1,12.353
11/0.433kV 200kV DTR arrangment on DP 13M(52Kg) Rail Pole (In Line Location with V cross arm) with LT AB Cable,DTR,Rail Pole,DP,SSEL-SBPDCL-DTR-030 Rev No 00,1,21,EP,Earthing Piece,50x50x6,50,2,4.5,0.45,2,0.450
11/0.433kV 200kV DTR arrangment on DP 13M(52Kg) Rail Pole (In Line Location with V cross arm) with LT AB Cable,DTR,Rail Pole,DP,SSEL-SBPDCL-DTR-030 Rev No 00,1,22,CIP,CI Packing piece,,,10,,0,10,0.000
33kV Four Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),33kV,Rail Pole,FP,SSEL-SBPDCL-33kV-007 Rev No 00,1,1,3R04,Dummy Clamp/Stay set clamp-A,50x10,414,4,3.9,6.458,4,6.458
33kV Four Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),33kV,Rail Pole,FP,SSEL-SBPDCL-33kV-007 Rev No 00,1,2,3R05,Dummy Clamp/Stay set clamp-B,50x10,361,4,3.9,5.632,4,5.632
33kV Four Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),33kV,Rail Pole,FP,SSEL-SBPDCL-33kV-007 Rev No 00,1,3,3R07,Dummy Clamp/Stay set clamp-C,50x10,383,4,3.9,5.975,4,5.975
33kV Four Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),33kV,Rail Pole,FP,SSEL-SBPDCL-33kV-007 Rev No 00,1,4,3R09,Top Channel,100x50x6,3150,8,7.9,199.080,8,199.080
33kV Four Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),33kV,Rail Pole,FP,SSEL-SBPDCL-33kV-007 Rev No 00,1,5,3R10,Belting Angle,65x65x6,1790,8,5.8,83.056,8,83.056
33kV Four Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),33kV,Rail Pole,FP,SSEL-SBPDCL-33kV-007 Rev No 00,1,6,3R11,Bracing Angle,50x50x6,2790,8,4.5,100.44,8,100.440
33kV Four Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),33kV,Rail Pole,FP,SSEL-SBPDCL-33kV-007 Rev No 00,1,7,3R12,Back clamp-A for Belting Angle,50x8,482,8,3.14,12.108,8,12.108
33kV Four Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),33kV,Rail Pole,FP,SSEL-SBPDCL-33kV-007 Rev No 00,1,8,3R12A,Back clamp-B for Belting Angle,50x8,479,8,3.14,12.032,8,12.032
33kV Four Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),33kV,Rail Pole,FP,SSEL-SBPDCL-33kV-007 Rev No 00,1,9,3R13,Fish Plate,50x6,266,12,2.355,7.517,12,7.517
33kV Four Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),33kV,Rail Pole,FP,SSEL-SBPDCL-33kV-007 Rev No 00,1,10,3R13A,Fish Plate,50x6,246,12,2.355,6.952,12,6.952
33kV Four Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),33kV,Rail Pole,FP,SSEL-SBPDCL-33kV-007 Rev No 00,1,11,3R14,Back clamp for Danger Board,25x3,443,1,0.589,0.261,1,0.261
33kV Four Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),33kV,Rail Pole,FP,SSEL-SBPDCL-33kV-007 Rev No 00,1,12,EP,Earthing Piece,50x50x6,50,4,4.5,0.9,4,0.900
33kV 3 Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),33kV,Rail Pole,TP,SSEL-SBPDCL-33kV-008 Rev No 00,1,1,3R04,Dummy Clamp/Stay set clamp-A,50x10,414,3,3.9,4.844,3,4.844
33kV 3 Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),33kV,Rail Pole,TP,SSEL-SBPDCL-33kV-008 Rev No 00,1,2,3R05,Dummy Clamp/Stay set clamp-B,50x10,361,3,3.9,4.224,3,4.224
33kV 3 Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),33kV,Rail Pole,TP,SSEL-SBPDCL-33kV-008 Rev No 00,1,3,3R07,Dummy Clamp/Stay set clamp-C,50x10,383,4,3.9,5.975,4,5.975
33kV 3 Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),33kV,Rail Pole,TP,SSEL-SBPDCL-33kV-008 Rev No 00,1,4,3R09,Top Channel,100x50x6,3150,4,7.9,99.540,4,99.540
33kV 3 Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),33kV,Rail Pole,TP,SSEL-SBPDCL-33kV-008 Rev No 00,1,5,3R10,Belting Angle,65x65x6,1790,4,5.8,41.528,4,41.528
33kV 3 Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),33kV,Rail Pole,TP,SSEL-SBPDCL-33kV-008 Rev No 00,1,6,3R11,Bracing Angle,50x50x6,2790,4,4.5,50.22,4,50.220
33kV 3 Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),33kV,Rail Pole,TP,SSEL-SBPDCL-33kV-008 Rev No 00,1,7,3R12,Back clamp-A for Belting Angle,50x8,482,4,3.14,6.054,4,6.054
33kV 3 Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),33kV,Rail Pole,TP,SSEL-SBPDCL-33kV-008 Rev No 00,1,8,3R12A,Back clamp-B for Belting Angle,50x8,479,4,3.14,6.016,4,6.016
33kV 3 Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),33kV,Rail Pole,TP,SSEL-SBPDCL-33kV-008 Rev No 00,1,9,3R13,Fish Plate,50x6,266,6,2.355,3.759,6,3.759
33kV 3 Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),33kV,Rail Pole,TP,SSEL-SBPDCL-33kV-008 Rev No 00,1,10,3R13A,Fish Plate,50x6,246,6,2.355,3.476,6,3.476
33kV 3 Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),33kV,Rail Pole,TP,SSEL-SBPDCL-33kV-008 Rev No 00,1,11,3R14,Back clamp for Danger Board,25x3,443,1,0.589,0.261,1,0.261
33kV 3 Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),33kV,Rail Pole,TP,SSEL-SBPDCL-33kV-008 Rev No 00,1,12,EP,Earthing Piece,50x50x6,50,4,4.5,0.9,4,0.900
11kV 3 Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),11kV,Rail Pole,TP,SSEL-SBPDCL-11kV-009 Rev No 00,1,1,1R04,Dummy Clamp/Stay set clamp-A,50x10,414,3,3.9,4.844,3,4.844
11kV 3 Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),11kV,Rail Pole,TP,SSEL-SBPDCL-11kV-009 Rev No 00,1,2,1R05,Dummy Clamp/Stay set clamp-B,50x10,361,3,3.9,4.224,3,4.224
11kV 3 Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),11kV,Rail Pole,TP,SSEL-SBPDCL-11kV-009 Rev No 00,1,3,1R06,Dummy Clamp/Stay set clamp-C,50x10,383,4,3.9,5.975,4,5.975
11kV 3 Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),11kV,Rail Pole,TP,SSEL-SBPDCL-11kV-009 Rev No 00,1,4,1R07,Top Channel,100x50x6,2200,4,7.9,69.520,4,69.520
11kV 3 Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),11kV,Rail Pole,TP,SSEL-SBPDCL-11kV-009 Rev No 00,1,5,1R08,Belting Angle,50x50x6,1765,4,4.5,31.770,4,31.770
11kV 3 Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),11kV,Rail Pole,TP,SSEL-SBPDCL-11kV-009 Rev No 00,1,6,1R09,Bracing Angle,50x50x6,2331,4,4.5,41.958,4,41.958
11kV 3 Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),11kV,Rail Pole,TP,SSEL-SBPDCL-11kV-009 Rev No 00,1,7,1R10,Back clamp-A for Belting Angle,50x8,482,4,3.14,6.054,4,6.054
11kV 3 Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),11kV,Rail Pole,TP,SSEL-SBPDCL-11kV-009 Rev No 00,1,8,1R10A,Back clamp-B for Belting Angle,50x8,479,4,3.14,6.016,4,6.016
11kV 3 Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),11kV,Rail Pole,TP,SSEL-SBPDCL-11kV-009 Rev No 00,1,9,1R11,Fish Plate,50x6,266,6,2.355,3.759,6,3.759
11kV 3 Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),11kV,Rail Pole,TP,SSEL-SBPDCL-11kV-009 Rev No 00,1,10,1R11A,Fish Plate,50x6,246,6,2.355,3.476,6,3.476
11kV 3 Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),11kV,Rail Pole,TP,SSEL-SBPDCL-11kV-009 Rev No 00,1,11,1R12,Back clamp for Danger Board,25x3,443,1,0.589,0.261,1,0.261
11kV 3 Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),11kV,Rail Pole,TP,SSEL-SBPDCL-11kV-009 Rev No 00,1,12,EP,Earthing Piece,50x50x6,50,3,4.5,0.675,3,0.675
11kV Four Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),11kV,Rail Pole,FP,SSEL-SBPDCL-11kV-008 Rev No 00,1,1,1R04,Dummy Clamp/Stay set clamp-A,50x10,414,4,3.9,6.458,4,6.458
11kV Four Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),11kV,Rail Pole,FP,SSEL-SBPDCL-11kV-008 Rev No 00,1,2,1R05,Dummy Clamp/Stay set clamp-B,50x10,361,4,3.9,5.632,4,5.632
11kV Four Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),11kV,Rail Pole,FP,SSEL-SBPDCL-11kV-008 Rev No 00,1,3,1R06,Dummy Clamp/Stay set clamp-C,50x10,383,4,3.9,5.975,4,5.975
11kV Four Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),11kV,Rail Pole,FP,SSEL-SBPDCL-11kV-008 Rev No 00,1,4,1R07,Top Channel,100x50x6,2200,8,7.9,139.040,8,139.040
11kV Four Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),11kV,Rail Pole,FP,SSEL-SBPDCL-11kV-008 Rev No 00,1,5,1R08,Belting Angle,50x50x6,1765,8,4.5,63.540,8,63.540
11kV Four Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),11kV,Rail Pole,FP,SSEL-SBPDCL-11kV-008 Rev No 00,1,6,1R09,Bracing Angle,50x50x6,2331,8,4.5,83.916,8,83.916
11kV Four Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),11kV,Rail Pole,FP,SSEL-SBPDCL-11kV-008 Rev No 00,1,7,1R10,Back clamp-A for Belting Angle,50x8,482,8,3.14,12.108,8,12.108
11kV Four Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),11kV,Rail Pole,FP,SSEL-SBPDCL-11kV-008 Rev No 00,1,8,1R10A,Back clamp-B for Belting Angle,50x8,479,8,3.14,12.032,8,12.032
11kV Four Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),11kV,Rail Pole,FP,SSEL-SBPDCL-11kV-008 Rev No 00,1,9,1R11,Fish Plate,50x6,266,12,2.355,7.517,12,7.517
11kV Four Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),11kV,Rail Pole,FP,SSEL-SBPDCL-11kV-008 Rev No 00,1,10,1R11A,Fish Plate,50x6,246,12,2.355,6.952,12,6.952
11kV Four Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),11kV,Rail Pole,FP,SSEL-SBPDCL-11kV-008 Rev No 00,1,11,1R12,Back clamp for Danger Board,25x3,443,1,0.589,0.261,1,0.261
11kV Four Pole Structure on 13M (52Kg/Mtr) Rail Pole (Anguler Location 60º-90º),11kV,Rail Pole,FP,SSEL-SBPDCL-11kV-008 Rev No 00,1,12,EP,Earthing Piece,50x50x6,50,4,4.5,0.9,4,0.900
11kV Cut Point Structure on 13M (52Kg/Mtr) Rail Pole ,11kV,Rail Pole,SP,SSEL-SBPDCL-11kV-010 Rev No 00,1,1,1R01,Pole Top Bracket,50x8,497,1,3.14,1.561,1,1.561
11kV Cut Point Structure on 13M (52Kg/Mtr) Rail Pole ,11kV,Rail Pole,SP,SSEL-SBPDCL-11kV-010 Rev No 00,1,2,1R04,Stay Set Clamp-A,50x10,414,1,3.9,1.615,1,1.615
11kV Cut Point Structure on 13M (52Kg/Mtr) Rail Pole ,11kV,Rail Pole,SP,SSEL-SBPDCL-11kV-010 Rev No 00,1,3,1R05,Stay Set Clamp-B,50x10,361,1,3.9,1.408,1,1.408
11kV Cut Point Structure on 13M (52Kg/Mtr) Rail Pole ,11kV,Rail Pole,SP,SSEL-SBPDCL-11kV-010 Rev No 00,1,4,1R06,Stay Set Clamp-C,50x10,383,6,3.9,8.962,6,8.962
11kV Cut Point Structure on 13M (52Kg/Mtr) Rail Pole ,11kV,Rail Pole,SP,SSEL-SBPDCL-11kV-010 Rev No 00,1,5,1R18,Horizontal cross arm,75x40x6,1170,2,5.7,13.338,2,13.338
11kV Cut Point Structure on 13M (52Kg/Mtr) Rail Pole ,11kV,Rail Pole,SP,SSEL-SBPDCL-11kV-010 Rev No 00,1,6,1R19,Top Disc Insulator Fixing Channel,75x40x6,280,2,5.7,3.192,2,3.192
11kV Cut Point Structure on 13M (52Kg/Mtr) Rail Pole ,11kV,Rail Pole,SP,SSEL-SBPDCL-11kV-010 Rev No 00,1,7,1R20,Bracing Angle,50x50x6,893,2,4.5,8.037,2,8.037
11kV Cut Point Structure on 13M (52Kg/Mtr) Rail Pole ,11kV,Rail Pole,SP,SSEL-SBPDCL-11kV-010 Rev No 00,1,8,1R21,Fish Plate,50x6,216,4,2.355,2.035,4,2.035
11kV Cut Point Structure on 13M (52Kg/Mtr) Rail Pole ,11kV,Rail Pole,SP,SSEL-SBPDCL-11kV-010 Rev No 00,1,9,EP,Earthing Piece,50x50x6,50,1,4.5,0.225,1,0.225
11kV Cut Point Structure on 13M (52Kg/Mtr) Rail Pole ,11kV,Rail Pole,SP,SSEL-SBPDCL-11kV-010 Rev No 00,1,10,CIP,CI Packing piece,,,4,,0,4,0.000
11kV AB Switch 630A arrangemnt on DP on 13M (52Kg/Mtr) Rail Pole,ABS,Rail Pole,DP,SSEL-SBPDCL-11kV-011 Rev No 00,1,1,1A1,Top Channel (ISLC),100x50x6,2720,2,7.9,42.976,2,42.976
11kV AB Switch 630A arrangemnt on DP on 13M (52Kg/Mtr) Rail Pole,ABS,Rail Pole,DP,SSEL-SBPDCL-11kV-011 Rev No 00,1,2,1A2,AB Switch Mounting Channel(ISLC),75x40x6,2716,2,5.7,30.962,2,30.962
11kV AB Switch 630A arrangemnt on DP on 13M (52Kg/Mtr) Rail Pole,ABS,Rail Pole,DP,SSEL-SBPDCL-11kV-011 Rev No 00,1,3,1A3,AB Switch Supporting channel (ISLC),75x40x6,510,4,5.7,11.628,4,11.628
11kV AB Switch 630A arrangemnt on DP on 13M (52Kg/Mtr) Rail Pole,ABS,Rail Pole,DP,SSEL-SBPDCL-11kV-011 Rev No 00,1,4,1A4,Angle support for operating pipe,50x50x6,395,1,4.5,1.778,1,1.778
11kV AB Switch 630A arrangemnt on DP on 13M (52Kg/Mtr) Rail Pole,ABS,Rail Pole,DP,SSEL-SBPDCL-11kV-011 Rev No 00,1,5,1A5,Channel support for operating handle(ISLC),75x40x6,462,1,5.7,2.633,1,2.633
11kV AB Switch 630A arrangemnt on DP on 13M (52Kg/Mtr) Rail Pole,ABS,Rail Pole,DP,SSEL-SBPDCL-11kV-011 Rev No 00,1,6,1A6,Belting Angle,50x50x6,2705,2,4.5,24.345,2,24.345
11kV AB Switch 630A arrangemnt on DP on 13M (52Kg/Mtr) Rail Pole,ABS,Rail Pole,DP,SSEL-SBPDCL-11kV-011 Rev No 00,1,7,1A7,Bracing Angle,50x50x6,3274,2,4.5,29.466,2,29.466
11kV AB Switch 630A arrangemnt on DP on 13M (52Kg/Mtr) Rail Pole,ABS,Rail Pole,DP,SSEL-SBPDCL-11kV-011 Rev No 00,1,8,1A8,Dummy clamp/Stay set clamp,50x10,383,4,3.93,6.021,4,6.021
11kV AB Switch 630A arrangemnt on DP on 13M (52Kg/Mtr) Rail Pole,ABS,Rail Pole,DP,SSEL-SBPDCL-11kV-011 Rev No 00,1,9,1A9,"Back clamp for Belting Angle,Operating Pipe & Operating Handle",50x8,482,6,3.14,9.081,6,9.081
11kV AB Switch 630A arrangemnt on DP on 13M (52Kg/Mtr) Rail Pole,ABS,Rail Pole,DP,SSEL-SBPDCL-11kV-011 Rev No 00,1,10,1A10,Back clamp for Danger Board,25x3,443,1,0.589,0.261,1,0.261
11kV AB Switch 630A arrangemnt on DP on 13M (52Kg/Mtr) Rail Pole,ABS,Rail Pole,DP,SSEL-SBPDCL-11kV-011 Rev No 00,1,11,EP,Earthing Piece,50x50x6,50,2,4.5,0.45,2,0.450
11kV AB Switch 630/400A arrangemnt on DP on 9M/400Kg PSC Pole,ABS,9M/400kG,DP,9M133-SBPDCL-11kV-011 Rev No 00,1,1,9A1,Top Channel (ISLC),100x50x6,2690,2,7.9,42.502,2,42.502
11kV AB Switch 630/400A arrangemnt on DP on 9M/400Kg PSC Pole,ABS,9M/400kG,DP,9M133-SBPDCL-11kV-011 Rev No 00,1,2,9A2,AB Switch Mounting Channel(ISLC),75x40x6,2680,2,5.7,30.552,2,30.552
11kV AB Switch 630/400A arrangemnt on DP on 9M/400Kg PSC Pole,ABS,9M/400kG,DP,9M133-SBPDCL-11kV-011 Rev No 00,1,3,9A3,AB Switch Supporting channel (ISLC),75x40x6,510,4,5.7,11.628,4,11.628
11kV AB Switch 630/400A arrangemnt on DP on 9M/400Kg PSC Pole,ABS,9M/400kG,DP,9M133-SBPDCL-11kV-011 Rev No 00,1,4,9A4,Angle support for operating pipe,50x50x6,383,1,4.5,1.724,1,1.724
11kV AB Switch 630/400A arrangemnt on DP on 9M/400Kg PSC Pole,ABS,9M/400kG,DP,9M133-SBPDCL-11kV-011 Rev No 00,1,5,9A5,Channel support for operating handle(ISLC),75x40x6,450,1,5.7,2.565,1,2.565
11kV AB Switch 630/400A arrangemnt on DP on 9M/400Kg PSC Pole,ABS,9M/400kG,DP,9M133-SBPDCL-11kV-011 Rev No 00,1,6,9A6,Belting Angle,50x50x6,2680,2,4.5,24.12,2,24.120
11kV AB Switch 630/400A arrangemnt on DP on 9M/400Kg PSC Pole,ABS,9M/400kG,DP,9M133-SBPDCL-11kV-011 Rev No 00,1,7,9A7,Bracing Angle,50x50x6,2921,2,4.5,26.289,2,26.289
11kV AB Switch 630/400A arrangemnt on DP on 9M/400Kg PSC Pole,ABS,9M/400kG,DP,9M133-SBPDCL-11kV-011 Rev No 00,1,8,9A8,Stay Set Clamp,50x10,453,4,3.93,7.121,4,7.121
11kV AB Switch 630/400A arrangemnt on DP on 9M/400Kg PSC Pole,ABS,9M/400kG,DP,9M133-SBPDCL-11kV-011 Rev No 00,1,9,9A9,Back Clamp for operating pipe,50x8,713,1,3.14,2.239,1,2.239
11kV AB Switch 630/400A arrangemnt on DP on 9M/400Kg PSC Pole,ABS,9M/400kG,DP,9M133-SBPDCL-11kV-011 Rev No 00,1,10,9A10,Back Clamp for Top Belting Angle,50x8,765,2,3.14,4.804,2,4.804
11kV AB Switch 630/400A arrangemnt on DP on 9M/400Kg PSC Pole,ABS,9M/400kG,DP,9M133-SBPDCL-11kV-011 Rev No 00,1,11,9A11,Back Clamp for Bottom Belting Angle,50x8,841,2,3.14,5.281,2,5.281
11kV AB Switch 630/400A arrangemnt on DP on 9M/400Kg PSC Pole,ABS,9M/400kG,DP,9M133-SBPDCL-11kV-011 Rev No 00,1,12,9A12,Back Clamp for Operating handle,50x8,937,1,3.14,2.942,1,2.942
11kV AB Switch 630/400A arrangemnt on DP on 9M/400Kg PSC Pole,ABS,9M/400kG,DP,9M133-SBPDCL-11kV-011 Rev No 00,1,13,9A13,Back clamp for Danger Board,25x3,820,1,0.589,0.483,1,0.483
11kV AB Switch 400A arrangemnt on DP on 8M/200Kg PSC Pole,ABS,8M/200kG,DP,8M133-SBPDCL-11kV-011 Rev No 00,1,1,8A1,Top Channel (ISLC),100x50x6,2680,2,7.9,42.344,2,42.344
11kV AB Switch 400A arrangemnt on DP on 8M/200Kg PSC Pole,ABS,8M/200kG,DP,8M133-SBPDCL-11kV-011 Rev No 00,1,2,8A2,AB Switch Mounting Channel(ISLC),75x40x6,2670,2,5.7,30.438,2,30.438
11kV AB Switch 400A arrangemnt on DP on 8M/200Kg PSC Pole,ABS,8M/200kG,DP,8M133-SBPDCL-11kV-011 Rev No 00,1,3,8A3,AB Switch Supporting channel (ISLC),75x40x6,510,4,5.7,11.628,4,11.628
11kV AB Switch 400A arrangemnt on DP on 8M/200Kg PSC Pole,ABS,8M/200kG,DP,8M133-SBPDCL-11kV-011 Rev No 00,1,4,8A4,Angle support for operating pipe,50x50x6,378,1,4.5,1.701,1,1.701
11kV AB Switch 400A arrangemnt on DP on 8M/200Kg PSC Pole,ABS,8M/200kG,DP,8M133-SBPDCL-11kV-011 Rev No 00,1,5,8A5,Channel support for operating handle(ISLC),75x40x6,445,1,5.7,2.537,1,2.537
11kV AB Switch 400A arrangemnt on DP on 8M/200Kg PSC Pole,ABS,8M/200kG,DP,8M133-SBPDCL-11kV-011 Rev No 00,1,6,8A6,Belting Angle,50x50x6,2670,2,4.5,24.03,2,24.030
11kV AB Switch 400A arrangemnt on DP on 8M/200Kg PSC Pole,ABS,8M/200kG,DP,8M133-SBPDCL-11kV-011 Rev No 00,1,7,8A7,Bracing Angle,50x50x6,2928,2,4.5,26.352,2,26.352
11kV AB Switch 400A arrangemnt on DP on 8M/200Kg PSC Pole,ABS,8M/200kG,DP,8M133-SBPDCL-11kV-011 Rev No 00,1,8,8A8,Stay Set Clamp,50x10,363,4,3.93,5.706,4,5.706
11kV AB Switch 400A arrangemnt on DP on 8M/200Kg PSC Pole,ABS,8M/200kG,DP,8M133-SBPDCL-11kV-011 Rev No 00,1,9,8A8,Back Clamp for operating pipe,50x8,533,1,3.14,1.674,1,1.674
11kV AB Switch 400A arrangemnt on DP on 8M/200Kg PSC Pole,ABS,8M/200kG,DP,8M133-SBPDCL-11kV-011 Rev No 00,1,10,8A10,Back Clamp for Top Belting Angle,50x8,553,2,3.14,3.473,2,3.473
11kV AB Switch 400A arrangemnt on DP on 8M/200Kg PSC Pole,ABS,8M/200kG,DP,8M133-SBPDCL-11kV-011 Rev No 00,1,11,8A11,Back Clamp for Bottom Belting Angle,50x8,625,2,3.14,3.925,2,3.925
11kV AB Switch 400A arrangemnt on DP on 8M/200Kg PSC Pole,ABS,8M/200kG,DP,8M133-SBPDCL-11kV-011 Rev No 00,1,12,8A12,Back Clamp for Operating handle,50x8,721,1,3.14,2.264,1,2.264
11kV AB Switch 400A arrangemnt on DP on 8M/200Kg PSC Pole,ABS,8M/200kG,DP,8M133-SBPDCL-11kV-011 Rev No 00,1,13,8A13,Back clamp for Danger Board,25x3,626,1,0.589,0.369,1,0.369
11kV Double Circuit Line Formation on SP 13M(52Kg/Mtr) Rail Pole (In Line Location) ,11kV,Rail Pole,SP,DC-SBPDCL-11kV-001 Rev No 00,1,1,1R02,V-X Arm,75x40x6,1407,3,5.7,24.060,3,25.476
11kV Double Circuit Line Formation on SP 13M(52Kg/Mtr) Rail Pole (In Line Location) ,11kV,Rail Pole,SP,DC-SBPDCL-11kV-001 Rev No 00,1,,1R02-i,Welding Piece-1 for V-X Arm,50x6,50,12,2.36,1.416,12,
11kV Double Circuit Line Formation on SP 13M(52Kg/Mtr) Rail Pole (In Line Location) ,11kV,Rail Pole,SP,DC-SBPDCL-11kV-001 Rev No 00,1,2,1R03,Back clamp for V-X Arm,50x10,496,3,3.93,5.848,3,5.848
